,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
1992,MS,Final,"870,927","12,422,485",.,7.01,"489,274","6,732,154",.,7.27,"595,299","13,490,594",.,4.41,.,.,.,.,"50,359","595,955",.,8.45,"2,005,856","33,241,189",.,6.03
1992,MT,Final,"191,814","3,286,366",.,5.84,"147,730","2,859,487",.,5.17,"185,562","6,414,380",.,2.89,.,.,.,.,"24,073","536,150",.,4.49,"549,178","13,096,381",.,4.19
1992,NC,Final,"2,819,897","34,761,066",.,8.11,"1,666,088","25,142,416",.,6.63,"1,601,812","32,521,881",.,4.93,.,.,.,.,"125,054","1,769,972",.,7.07,"6,212,848","94,195,332",.,6.60
1992,ND,Final,"191,100","3,020,003",.,6.33,"113,530","1,752,213",.,6.48,"89,351","1,835,482",.,4.87,.,.,.,.,"20,041","520,679",.,3.85,"414,024","7,128,380",.,5.81
1992,NE,Final,"411,420","6,561,473",.,6.27,"297,169","5,266,039",.,5.64,"193,151","4,752,478",.,4.06,.,.,.,.,"81,477","1,204,340",.,6.77,"983,219","17,784,330",.,5.53
1992,NH,Final,"389,429","3,428,235",.,11.36,"215,561","2,077,226",.,10.38,"272,290","3,332,746",.,8.17,.,.,.,.,"15,597","116,105",.,13.43,"892,875","8,954,314",.,9.97
1992,NJ,Final,"2,232,822","20,547,015",.,10.87,"2,557,718","27,403,255",.,9.33,"1,131,971","14,687,421",.,7.71,.,.,.,.,"81,152","484,665",.,16.74,"6,003,665","63,122,358",.,9.51
1992,NM,Final,"343,593","3,791,300",.,9.06,"383,012","4,629,913",.,8.27,"221,146","4,608,808",.,4.80,.,.,.,.,"79,346","1,401,458",.,5.66,"1,027,101","14,431,480",.,7.12
1992,NV,Final,"375,255","6,064,333",.,6.19,"264,315","4,174,993",.,6.33,"331,097","6,723,204",.,4.92,.,.,.,.,"35,393","733,721",.,4.82,"1,006,059","17,696,253",.,5.69
1992,NY,Final,"4,812,888","38,719,530",.,12.43,"5,204,305","46,591,363",.,11.17,"2,017,377","31,027,285",.,6.50,.,.,.,.,"1,057,153","12,131,533",.,8.71,"13,091,726","128,469,712",.,10.19
1992,OH,Final,"3,224,509","39,140,657",.,8.24,"2,409,351","31,818,312",.,7.57,"2,884,990","69,674,158",.,4.14,.,.,.,.,"272,779","4,383,338",.,6.22,"8,791,626","145,016,464",.,6.06
1992,OK,Final,"1,022,185","14,253,847",.,7.17,"631,126","10,338,403",.,6.10,"448,007","11,598,899",.,3.86,.,.,.,.,"117,833","2,076,056",.,5.68,"2,219,151","38,267,209",.,5.80
1992,OR,Final,"749,656","15,202,147",.,4.93,"576,311","11,818,379",.,4.88,"486,232","15,123,151",.,3.22,.,.,.,.,"38,145","766,498",.,4.98,"1,850,344","42,910,175",.,4.31
1992,PA,Final,"3,793,344","39,245,066",.,9.67,"2,606,075","30,779,059",.,8.47,"2,788,106","44,869,413",.,6.21,.,.,.,.,"159,397","1,394,078",.,11.43,"9,346,923","116,287,618",.,8.04
1992,RI,Final,"264,055","2,363,315",.,11.17,"249,387","2,480,534",.,10.05,"125,351","1,359,066",.,9.22,.,.,.,.,"19,484","189,643",.,10.27,"658,280","6,392,561",.,10.30
1992,SC,Final,"1,361,360","18,939,699",.,7.19,"763,411","12,375,105",.,6.17,"1,061,117","26,304,749",.,4.03,.,.,.,.,"44,655","781,366",.,5.71,"3,230,541","58,400,921",.,5.53
1992,SD,Final,"201,730","2,842,525",.,7.10,"102,942","1,517,975",.,6.78,"82,765","1,777,306",.,4.66,.,.,.,.,"16,204","356,041",.,4.55,"403,640","6,493,845",.,6.22
1992,TN,Final,"1,681,850","29,498,154",.,5.70,"420,453","6,469,566",.,6.50,"1,919,676","41,694,781",.,4.60,.,.,.,.,"68,354","921,615",.,7.42,"4,090,330","78,584,112",.,5.21
1992,TX,Final,"6,342,652","81,933,580",.,7.74,"4,151,698","61,695,681",.,6.73,"3,587,260","85,421,158",.,4.20,.,.,.,.,"658,441","10,380,619",.,6.34,"14,740,048","239,431,038",.,6.16
1992,UT,Final,"314,027","4,505,461",.,6.97,"296,029","4,955,704",.,5.97,"228,697","6,211,696",.,3.68,.,.,.,.,"39,016","894,196",.,4.36,"877,772","16,567,055",.,5.30
1992,VA,Final,"2,273,320","29,780,324",.,7.63,"1,346,643","21,609,573",.,6.23,"715,372","16,713,730",.,4.28,.,.,.,.,"464,686","8,344,798",.,5.57,"4,800,023","76,448,427",.,6.28
1992,VT,Final,"184,249","1,927,134",.,9.56,"141,117","1,527,001",.,9.24,"105,108","1,440,228",.,7.30,.,.,.,.,"6,009","46,672",.,12.87,"436,480","4,941,031",.,8.83
1992,WA,Final,"1,267,677","28,435,824",.,4.46,"806,846","18,727,289",.,4.31,"858,307","38,331,617",.,2.24,.,.,.,.,"127,696","3,824,587",.,3.34,"3,060,524","89,319,317",.,3.43
1992,WI,Final,"1,147,577","16,614,668",.,6.91,"782,127","13,242,758",.,5.91,"814,779","20,381,549",.,4.00,.,.,.,.,"48,330","686,114",.,7.04,"2,792,815","50,925,088",.,5.48
1992,WV,Final,"502,012","8,138,301",.,6.17,"294,551","5,227,517",.,5.63,"398,382","10,369,860",.,3.84,.,.,.,.,"8,199","95,442",.,8.59,"1,203,147","23,831,117",.,5.05
1992,WY,Final,"107,241","1,762,625",.,6.08,"121,387","2,349,802",.,5.17,"261,972","7,441,811",.,3.52,.,.,.,.,"9,326","145,710",.,6.40,"499,927","11,699,947",.,4.27
1992,US,Final,"76,848,357","935,938,788",.,8.21,"58,342,550","761,270,531",.,7.66,"46,993,184","972,713,987",.,4.83,.,.,.,.,"6,296,221","93,442,156",.,6.74,"188,480,315","2,763,365,474",.,6.82
1993,AK,Final,"181,605","1,629,037",.,11.15,"196,902","2,062,399",.,9.55,"41,050","501,060",.,8.19,.,.,.,.,"23,252","182,133",.,12.77,"442,808","4,374,626",.,10.12
1993,AL,Final,"1,544,206","22,627,782",.,6.82,"780,261","11,254,231",.,6.93,"1,324,478","30,523,625",.,4.34,.,.,.,.,"38,391","652,037",.,5.89,"3,687,333","65,057,675",.,5.67
1993,AR,Final,"972,799","11,761,761",.,8.27,"471,350","6,698,105",.,7.04,"611,167","12,609,005",.,4.85,.,.,.,.,"41,178","594,063",.,6.93,"2,096,490","31,662,932",.,6.62
1993,AZ,Final,"1,611,387","16,705,092",.,9.65,"1,288,252","14,813,140",.,8.70,"637,720","10,989,058",.,5.80,.,.,.,.,"107,207","1,900,567",.,5.64,"3,644,564","44,407,854",.,8.21
1993,CA,Final,"7,613,059","67,358,694",.,11.30,"8,269,231","79,058,162",.,10.46,"4,120,804","56,189,186",.,7.33,.,.,.,.,"398,382","7,893,888",.,5.05,"20,401,477","210,499,926",.,9.69
1993,CO,Final,"771,493","10,655,734",.,7.24,"839,047","14,422,395",.,5.82,"317,553","7,024,009",.,4.52,.,.,.,.,"66,037","855,666",.,7.72,"1,994,129","32,957,802",.,6.05
1993,CT,Final,"1,207,449","10,596,641",.,11.39,"1,071,857","10,676,841",.,10.04,"464,001","5,597,348",.,8.29,.,.,.,.,"51,775","367,656",.,14.08,"2,795,082","27,238,488",.,10.26
1993,DC,Final,"117,349","1,634,807",.,7.18,"387,351","5,417,566",.,7.15,"176,012","2,976,390",.,5.91,.,.,.,.,"22,365","345,859",.,6.47,"703,077","10,374,622",.,6.78
1993,DE,Final,"274,384","3,043,827",.,9.01,"188,946","2,604,585",.,7.25,"166,898","3,416,811",.,4.88,.,.,.,.,"6,581","55,912",.,11.77,"636,812","9,121,133",.,6.98
1993,FL,Final,"6,137,047","76,827,417",.,7.99,"3,669,193","54,875,681",.,6.69,"857,508","16,297,719",.,5.26,.,.,.,.,"330,288","4,747,000",.,6.96,"10,994,034","152,747,819",.,7.20
1993,GA,Final,"2,639,593","33,866,822",.,7.79,"1,873,181","25,168,564",.,7.44,"1,378,754","29,084,291",.,4.74,.,.,.,.,"91,069","1,071,366",.,8.50,"5,982,597","89,191,039",.,6.71
1993,HI,Final,"303,167","2,468,578",.,12.28,"276,058","2,363,223",.,11.68,"337,239","3,769,878",.,8.95,.,.,.,.,"6,329","56,233",.,11.25,"922,798","8,657,909",.,10.66
1993,IA,Final,"890,136","11,103,103",.,8.02,"462,322","7,268,932",.,6.36,"488,928","12,465,071",.,3.92,.,.,.,.,"74,146","1,266,802",.,5.85,"1,915,530","32,103,911",.,5.97
1993,ID,Final,"311,876","6,245,111",.,4.99,"219,445","4,968,603",.,4.42,"203,082","7,222,067",.,2.81,.,.,.,.,"14,177","284,059",.,4.99,"748,582","18,719,840",.,4.00
1993,IL,Final,"3,621,679","35,225,721",.,10.28,"2,749,069","34,354,864",.,8.00,"2,192,746","40,249,440",.,5.45,.,.,.,.,"559,219","7,956,351",.,7.03,"9,122,711","117,786,373",.,7.75
1993,IN,Final,"1,666,417","24,978,466",.,6.67,"991,351","17,015,035",.,5.83,"1,530,186","39,415,341",.,3.88,.,.,.,.,"47,030","522,651",.,9.00,"4,234,986","81,931,490",.,5.17
1993,KS,Final,"785,299","9,986,318",.,7.86,"653,947","9,753,229",.,6.70,"430,106","8,702,317",.,4.94,.,.,.,.,"32,662","366,522",.,8.91,"1,902,021","28,808,384",.,6.60
1993,KY,Final,"1,096,038","19,223,127",.,5.70,"519,470","9,828,936",.,5.29,"1,197,862","36,320,038",.,3.30,.,.,.,.,"129,920","2,777,084",.,4.68,"2,943,291","68,149,185",.,4.32
1993,LA,Final,"1,740,707","22,430,247",.,7.76,"1,062,393","14,398,303",.,7.38,"1,261,796","28,439,212",.,4.44,.,.,.,.,"177,012","2,488,067",.,7.11,"4,241,904","67,755,825",.,6.26
1993,MA,Final,"1,737,123","15,785,271",.,11.00,"1,827,747","18,896,865",.,9.67,"832,126","9,604,594",.,8.66,.,.,.,.,"121,349","994,015",.,12.21,"4,518,345","45,280,749",.,9.98
1993,MD,Final,"1,769,786","21,546,122",.,8.21,"811,505","11,316,964",.,7.17,"1,100,113","20,200,630",.,5.45,.,.,.,.,"66,935","808,686",.,8.28,"3,748,338","53,872,404",.,6.96
1993,ME,Final,"442,724","3,872,292",.,11.43,"271,003","2,868,390",.,9.45,"350,840","5,039,632",.,6.96,.,.,.,.,"22,749","172,040",.,13.22,"1,087,317","11,952,356",.,9.10
1993,MI,Final,"2,184,505","26,770,174",.,8.16,"2,319,010","28,930,388",.,8.02,"1,632,453","30,571,545",.,5.34,.,.,.,.,"120,411","1,316,496",.,9.15,"6,256,381","87,588,602",.,7.14
1993,MN,Final,"1,105,317","15,596,985",.,7.09,"528,687","8,535,124",.,6.19,"1,072,081","24,384,332",.,4.40,.,.,.,.,"49,783","694,227",.,7.17,"2,755,867","49,210,670",.,5.60
1993,MO,Final,"1,756,697","24,182,047",.,7.26,"1,246,674","19,914,074",.,6.26,"641,842","13,617,993",.,4.71,.,.,.,.,"64,445","907,951",.,7.10,"3,709,661","58,622,068",.,6.33
1993,MS,Final,"940,424","13,199,806",.,7.12,"498,156","6,685,014",.,7.45,"653,356","14,229,237",.,4.59,.,.,.,.,"55,264","635,243",.,8.70,"2,147,197","34,749,302",.,6.18
1993,MT,Final,"207,656","3,597,986",.,5.77,"154,222","3,026,076",.,5.10,"181,215","5,836,580",.,3.10,.,.,.,.,"21,132","468,584",.,4.51,"564,227","12,929,225",.,4.36
1993,NC,Final,"3,086,158","37,742,398",.,8.18,"1,763,804","26,747,461",.,6.59,"1,641,610","33,487,658",.,4.90,.,.,.,.,"127,233","1,800,039",.,7.07,"6,618,806","99,777,555",.,6.63
1993,ND,Final,"202,548","3,209,082",.,6.31,"118,617","1,830,759",.,6.48,"92,387","1,904,642",.,4.85,.,.,.,.,"19,434","487,475",.,3.99,"432,986","7,431,959",.,5.83
1993,NE,Final,"451,557","7,226,028",.,6.25,"310,625","5,471,340",.,5.68,"200,386","4,962,539",.,4.04,.,.,.,.,"76,180","1,089,133",.,6.99,"1,038,749","18,749,041",.,5.54
1993,NH,Final,"420,965","3,420,321",.,12.31,"233,797","2,122,568",.,11.01,"280,166","3,099,592",.,9.04,.,.,.,.,"15,757","118,486",.,13.30,"950,684","8,760,969",.,10.85
1993,NJ,Final,"2,514,344","22,042,044",.,11.41,"2,773,723","28,493,042",.,9.73,"1,180,451","14,595,878",.,8.09,.,.,.,.,"85,890","489,681",.,17.54,"6,554,406","65,620,646",.,9.99
1993,NM,Final,"356,546","3,884,263",.,9.18,"398,182","4,759,364",.,8.37,"234,227","4,816,122",.,4.86,.,.,.,.,"89,925","1,467,131",.,6.13,"1,078,880","14,926,878",.,7.23
1993,NV,Final,"408,801","6,280,699",.,6.51,"279,941","4,297,615",.,6.51,"362,033","7,180,913",.,5.04,.,.,.,.,"35,993","739,625",.,4.87,"1,086,769","18,498,851",.,5.87
1993,NY,Final,"5,255,743","39,897,466",.,13.17,"5,563,928","47,728,275",.,11.66,"2,011,617","30,187,054",.,6.66,.,.,.,.,"1,129,103","12,357,385",.,9.14,"13,960,391","130,170,178",.,10.72
1993,OH,Final,"3,507,578","41,950,456",.,8.36,"2,527,869","33,298,608",.,7.59,"2,924,262","68,831,022",.,4.25,.,.,.,.,"279,904","4,490,578",.,6.23,"9,239,619","148,570,666",.,6.22
1993,OK,Final,"1,135,885","15,901,345",.,7.14,"671,883","10,823,964",.,6.21,"483,889","11,698,989",.,4.14,.,.,.,.,"123,642","2,107,030",.,5.87,"2,415,300","40,531,328",.,5.96
1993,OR,Final,"838,081","16,696,259",.,5.02,"601,477","12,205,080",.,4.93,"499,307","15,012,281",.,3.33,.,.,.,.,"35,439","664,280",.,5.33,"1,974,306","44,577,903",.,4.43
1993,PA,Final,"3,959,186","41,455,430",.,9.55,"2,673,893","32,251,642",.,8.29,"2,712,717","44,949,311",.,6.04,.,.,.,.,"153,229","1,325,111",.,11.56,"9,499,023","119,981,494",.,7.92
1993,RI,Final,"274,584","2,411,808",.,11.38,"257,589","2,532,213",.,10.17,"128,094","1,418,674",.,9.03,.,.,.,.,"20,698","185,744",.,11.14,"680,963","6,548,438",.,10.40
1993,SC,Final,"1,516,485","20,686,870",.,7.33,"820,185","13,176,633",.,6.22,"1,089,800","26,866,872",.,4.06,.,.,.,.,"45,487","802,349",.,5.67,"3,471,953","61,532,725",.,5.64
1993,SD,Final,"218,895","3,109,114",.,7.04,"109,331","1,620,792",.,6.75,"84,947","1,847,336",.,4.60,.,.,.,.,"14,901","327,465",.,4.55,"428,075","6,904,707",.,6.20
1993,TN,Final,"1,738,170","30,199,490",.,5.76,"345,811","5,174,640",.,6.68,"2,011,554","43,530,194",.,4.62,.,.,.,.,"73,435","927,854",.,7.91,"4,168,967","79,832,182",.,5.22
1993,TX,Final,"7,017,263","87,685,724",.,8.00,"4,466,562","64,331,490",.,6.94,"3,756,859","86,932,759",.,4.32,.,.,.,.,"743,227","11,134,441",.,6.68,"15,983,914","250,084,414",.,6.39
1993,UT,Final,"323,722","4,725,973",.,6.85,"299,295","5,019,970",.,5.96,"234,968","6,221,087",.,3.78,.,.,.,.,"40,426","900,100",.,4.49,"898,413","16,867,129",.,5.33
1993,VA,Final,"2,458,740","32,472,065",.,7.57,"1,395,465","22,726,974",.,6.14,"729,047","17,390,106",.,4.19,.,.,.,.,"488,557","8,782,634",.,5.56,"5,071,812","81,371,781",.,6.23
1993,VT,Final,"193,970","1,971,084",.,9.84,"146,188","1,569,894",.,9.31,"107,309","1,430,964",.,7.50,.,.,.,.,"5,886","43,615",.,13.50,"453,350","5,015,559",.,9.04
1993,WA,Final,"1,422,154","30,932,034",.,4.60,"878,642","19,530,993",.,4.50,"875,803","36,562,814",.,2.40,.,.,.,.,"121,765","3,446,770",.,3.53,"3,298,366","90,472,611",.,3.65
1993,WI,Final,"1,221,882","17,373,395",.,7.03,"815,271","13,710,449",.,5.95,"852,544","21,410,442",.,3.98,.,.,.,.,"46,218","662,116",.,6.98,"2,935,916","53,156,402",.,5.52
1993,WV,Final,"547,031","8,682,375",.,6.30,"316,855","5,480,459",.,5.78,"403,652","10,187,148",.,3.96,.,.,.,.,"8,443","91,544",.,9.22,"1,275,975","24,441,524",.,5.22
1993,WY,Final,"113,617","1,906,134",.,5.96,"125,703","2,493,450",.,5.04,"257,606","7,363,451",.,3.50,.,.,.,.,"8,080","122,153",.,6.61,"505,006","11,885,187",.,4.25
1993,US,Final,"82,813,827","994,780,825",.,8.32,"61,521,266","794,573,364",.,7.74,"47,357,151","977,164,257",.,4.85,.,.,.,.,"6,527,940","94,943,897",.,6.88,"198,220,188","2,861,462,336",.,6.93
1994,AK,Final,"191,083","1,688,135",.,11.32,"208,212","2,154,844",.,9.66,"42,792","511,428",.,8.37,.,.,.,.,"22,505","178,974",.,12.57,"464,591","4,533,378",.,10.25
1994,AL,Final,"1,549,858","23,158,544",.,6.69,"800,359","11,844,228",.,6.76,"1,314,961","31,918,985",.,4.12,.,.,.,.,"41,394","658,919",.,6.28,"3,706,573","67,580,676",.,5.48
1994,AR,Final,"939,901","11,642,130",.,8.07,"472,334","6,865,633",.,6.88,"621,942","13,525,888",.,4.60,.,.,.,.,"37,821","585,448",.,6.46,"2,072,001","32,619,097",.,6.35
1994,AZ,Final,"1,693,531","18,212,373",.,9.30,"1,300,628","15,624,770",.,8.32,"635,907","11,303,259",.,5.63,.,.,.,.,"117,208","2,141,635",.,5.47,"3,747,268","47,282,034",.,7.93
1994,CA,Final,"7,868,888","68,866,356",.,11.43,"8,383,422","76,924,502",.,10.90,"4,246,099","59,863,696",.,7.09,.,.,.,.,"401,126","8,029,749",.,5.00,"20,899,536","213,684,303",.,9.78
1994,CO,Final,"804,645","10,938,747",.,7.36,"777,484","12,953,193",.,6.00,"440,333","9,620,137",.,4.58,.,.,.,.,"73,544","990,200",.,7.43,"2,096,004","34,502,281",.,6.07
1994,CT,Final,"1,250,350","10,898,426",.,11.47,"1,083,768","10,844,624",.,9.99,"467,379","5,916,930",.,7.90,.,.,.,.,"51,190","365,688",.,14.00,"2,852,687","28,025,671",.,10.18
1994,DC,Final,"117,332","1,571,539",.,7.47,"578,439","8,093,088",.,7.15,"12,386","267,295",.,4.63,.,.,.,.,"24,389","362,753",.,6.72,"732,546","10,294,675",.,7.12
1994,DE,Final,"276,782","3,107,180",.,8.91,"187,880","2,684,563",.,7.00,"159,392","3,446,826",.,4.62,.,.,.,.,"6,742","60,401",.,11.16,"630,802","9,298,970",.,6.78
1994,FL,Final,"6,270,547","80,595,125",.,7.78,"3,649,159","57,447,392",.,6.35,"847,620","16,512,739",.,5.13,.,.,.,.,"335,447","4,989,047",.,6.72,"11,102,776","159,544,297",.,6.96
1994,GA,Final,"2,526,960","32,734,558",.,7.72,"1,918,458","26,161,353",.,7.33,"1,368,048","29,942,275",.,4.57,.,.,.,.,"93,674","1,074,895",.,8.71,"5,907,138","89,913,085",.,6.57
1994,HI,Final,"318,369","2,556,879",.,12.45,"296,882","2,542,917",.,11.67,"334,157","3,790,664",.,8.82,.,.,.,.,"6,499","57,961",.,11.21,"955,909","8,948,423",.,10.68
1994,IA,Final,"895,143","11,061,656",.,8.09,"472,813","7,477,060",.,6.32,"513,462","13,224,138",.,3.88,.,.,.,.,"76,067","1,276,401",.,5.96,"1,957,484","33,039,250",.,5.92
1994,ID,Final,"316,772","6,221,886",.,5.09,"246,098","5,637,526",.,4.37,"215,845","7,646,628",.,2.82,.,.,.,.,"17,305","372,576",.,4.64,"796,019","19,878,616",.,4.00
1994,IL,Final,"3,564,273","35,705,728",.,9.98,"2,738,718","35,662,745",.,7.68,"2,164,368","41,765,361",.,5.18,.,.,.,.,"540,835","8,356,215",.,6.47,"9,008,194","121,490,049",.,7.41
1994,IN,Final,"1,697,308","25,048,143",.,6.78,"1,032,790","17,462,432",.,5.91,"1,618,513","40,762,763",.,3.97,.,.,.,.,"48,191","534,203",.,9.02,"4,396,805","83,807,543",.,5.25
1994,KS,Final,"799,063","10,130,537",.,7.89,"673,501","10,110,627",.,6.66,"443,914","9,001,456",.,4.93,.,.,.,.,"40,616","371,200",.,10.94,"1,957,096","29,613,821",.,6.61
1994,KY,Final,"1,124,984","19,480,849",.,5.77,"533,540","10,094,520",.,5.29,"1,299,231","40,048,862",.,3.24,.,.,.,.,"133,702","2,861,134",.,4.67,"3,091,457","72,485,367",.,4.26
1994,LA,Final,"1,722,705","22,628,608",.,7.61,"1,082,187","15,040,772",.,7.20,"1,259,427","29,869,645",.,4.22,.,.,.,.,"176,570","2,592,779",.,6.81,"4,240,894","70,131,807",.,6.05
1994,MA,Final,"1,779,120","16,048,967",.,11.09,"1,889,105","19,371,255",.,9.75,"821,519","9,710,222",.,8.46,.,.,.,.,"121,082","960,912",.,12.60,"4,610,826","46,091,354",.,10.00
1994,MD,Final,"1,817,382","21,666,119",.,8.39,"953,366","13,253,588",.,7.19,"1,008,131","19,037,490",.,5.30,.,.,.,.,"68,124","794,428",.,8.58,"3,847,001","54,751,623",.,7.03
1994,ME,Final,"454,672","3,691,829",.,12.32,"285,799","2,811,592",.,10.17,"355,709","4,951,831",.,7.18,.,.,.,.,"22,028","150,565",.,14.63,"1,118,213","11,605,816",.,9.63
1994,MI,Final,"2,249,212","27,174,208",.,8.28,"2,410,662","30,411,629",.,7.93,"1,716,263","32,716,793",.,5.25,.,.,.,.,"90,380","857,353",.,10.54,"6,466,516","91,159,986",.,7.09
1994,MN,Final,"1,146,130","16,006,558",.,7.16,"561,857","8,996,867",.,6.25,"1,121,513","25,450,840",.,4.41,.,.,.,.,"50,524","700,841",.,7.21,"2,880,022","51,155,107",.,5.63
1994,MO,Final,"1,754,356","24,056,902",.,7.29,"1,277,859","20,613,574",.,6.20,"652,111","14,106,043",.,4.62,.,.,.,.,"64,791","916,241",.,7.07,"3,749,116","59,692,757",.,6.28
1994,MS,Final,"963,586","13,641,721",.,7.06,"512,351","7,093,799",.,7.22,"684,022","15,255,934",.,4.48,.,.,.,.,"54,637","635,116",.,8.60,"2,214,595","36,626,568",.,6.05
1994,MT,Final,"212,595","3,566,916",.,5.96,"160,068","3,096,032",.,5.17,"196,466","5,960,540",.,3.30,.,.,.,.,"25,153","560,647",.,4.49,"594,279","13,184,135",.,4.51
1994,NC,Final,"3,041,020","37,206,781",.,8.17,"1,801,708","27,457,860",.,6.56,"1,642,484","33,307,131",.,4.93,.,.,.,.,"125,587","1,817,410",.,6.91,"6,610,799","99,789,183",.,6.62
1994,ND,Final,"206,572","3,242,829",.,6.37,"121,523","1,884,263",.,6.45,"94,743","2,011,279",.,4.71,.,.,.,.,"20,726","542,392",.,3.82,"443,563","7,680,764",.,5.77
1994,NE,Final,"465,376","7,379,417",.,6.31,"324,311","5,808,823",.,5.58,"213,301","5,344,840",.,3.99,.,.,.,.,"87,521","1,340,066",.,6.53,"1,090,505","19,873,148",.,5.49
1994,NH,Final,"442,737","3,430,561",.,12.91,"351,433","3,220,993",.,10.91,"203,446","2,182,353",.,9.32,.,.,.,.,"16,336","122,315",.,13.36,"1,013,956","8,956,222",.,11.32
1994,NJ,Final,"2,555,915","22,153,556",.,11.54,"2,888,863","29,357,664",.,9.84,"1,132,092","14,251,230",.,7.94,.,.,.,.,"87,646","495,142",.,17.70,"6,664,518","66,257,593",.,10.06
1994,NM,Final,"372,717","4,079,695",.,9.14,"412,650","4,969,552",.,8.30,"243,497","5,184,192",.,4.70,.,.,.,.,"98,391","1,625,353",.,6.05,"1,127,259","15,858,796",.,7.11
1994,NV,Final,"489,802","6,844,708",.,7.16,"321,564","4,611,836",.,6.97,"423,478","7,774,863",.,5.45,.,.,.,.,"41,778","804,864",.,5.19,"1,276,624","20,036,272",.,6.37
1994,NY,Final,"5,434,576","40,104,843",.,13.55,"5,699,519","48,827,584",.,11.67,"1,996,348","29,466,763",.,6.77,.,.,.,.,"1,189,105","12,777,381",.,9.31,"14,319,546","131,176,572",.,10.92
1994,OH,Final,"3,576,382","41,791,275",.,8.56,"2,628,319","34,053,065",.,7.72,"3,061,056","74,010,056",.,4.14,.,.,.,.,"287,619","4,522,313",.,6.36,"9,553,373","154,376,708",.,6.19
1994,OK,Final,"1,133,622","16,127,875",.,7.03,"676,876","11,120,786",.,6.09,"476,530","11,721,408",.,4.07,.,.,.,.,"115,066","2,173,375",.,5.29,"2,402,094","41,143,442",.,5.84
1994,OR,Final,"876,862","16,462,154",.,5.33,"629,125","12,659,576",.,4.97,"523,111","15,071,945",.,3.47,.,.,.,.,"40,942","777,067",.,5.27,"2,070,039","44,970,741",.,4.60
1994,PA,Final,"4,035,415","42,238,894",.,9.55,"2,764,727","33,394,879",.,8.28,"2,733,283","46,075,599",.,5.93,.,.,.,.,"152,717","1,335,680",.,11.43,"9,686,146","123,045,051",.,7.87
1994,RI,Final,"276,552","2,456,724",.,11.26,"255,064","2,562,932",.,9.95,"122,113","1,378,453",.,8.86,.,.,.,.,"19,508","173,738",.,11.23,"673,237","6,571,847",.,10.24
1994,SC,Final,"1,491,682","19,903,089",.,7.49,"852,806","13,392,962",.,6.37,"1,117,892","27,760,264",.,4.03,.,.,.,.,"46,791","801,643",.,5.84,"3,509,175","61,857,958",.,5.67
1994,SD,Final,"222,056","3,147,028",.,7.06,"126,724","1,919,412",.,6.60,"79,484","1,762,096",.,4.51,.,.,.,.,"15,972","345,520",.,4.62,"444,235","7,174,053",.,6.19
1994,TN,Final,"1,927,930","32,796,717",.,5.88,"341,549","5,153,895",.,6.63,"1,969,870","43,614,203",.,4.52,.,.,.,.,"74,929","968,478",.,7.74,"4,314,277","82,533,292",.,5.23
1994,TX,Final,"7,254,685","89,792,702",.,8.08,"4,678,151","66,467,120",.,7.04,"3,857,649","90,329,333",.,4.27,.,.,.,.,"786,486","11,590,582",.,6.79,"16,576,969","258,179,736",.,6.42
1994,UT,Final,"346,268","5,008,939",.,6.91,"323,024","5,499,542",.,5.87,"248,847","6,497,935",.,3.83,.,.,.,.,"37,863","840,648",.,4.50,"956,004","17,847,063",.,5.36
1994,VA,Final,"2,507,237","32,343,035",.,7.75,"1,339,129","22,947,823",.,5.84,"754,949","18,153,520",.,4.16,.,.,.,.,"493,440","8,765,759",.,5.63,"5,094,755","82,210,138",.,6.20
1994,VT,Final,"200,040","2,009,428",.,9.96,"149,350","1,586,168",.,9.42,"107,551","1,434,727",.,7.50,.,.,.,.,"5,383","36,180",.,14.88,"462,321","5,066,503",.,9.13
1994,WA,Final,"1,475,513","29,672,859",.,4.97,"932,312","19,752,440",.,4.72,"951,248","34,065,132",.,2.79,.,.,.,.,"139,546","3,642,968",.,3.83,"3,498,620","87,133,397",.,4.02
1994,WI,Final,"1,249,921","17,660,151",.,7.08,"844,035","14,377,867",.,5.87,"882,693","22,714,163",.,3.89,.,.,.,.,"46,136","659,430",.,7.00,"3,022,791","55,411,611",.,5.46
1994,WV,Final,"551,260","8,662,895",.,6.36,"323,116","5,539,454",.,5.83,"417,215","10,481,536",.,3.98,.,.,.,.,"8,665","91,823",.,9.44,"1,300,258","24,775,708",.,5.25
